Name,Location,Industries,Stages,Sectors
YASAYA TECHNOLOGIES PRIVATE LIMITED,"Mumbai, Maharashtra, India",AI,Prototype,Machine Learning
AMBULA HEALTHCARE PRIVATE LIMITED,"Khordha, Odisha, India",Healthcare & Lifesciences,EarlyTraction,Healthcare Services
BAHUBALI DIGIGLAM,"East Delhi, Delhi, India",Professional & Commercial Services,Prototype,Commercial Printing Services
WESTERN AGRO IMPEX LLP,"Chandigarh, Chandigarh, India",Agriculture,Validation,Others
SANDBOX MANAGEMENT PRIVATE LIMITED,"Kozhikode, Kerala, India",Real Estate,Scaling,Coworking Spaces
MINEFFS IT SERVICES LLP,"Alwar, Rajasthan, India",IT Services,Prototype,IT Consulting
THINKING NEAR SPACE PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Aeronautics Aerospace & Defence,Validation,Aviation & Others
HINGANGHAT LOGISTICS PARK PRIVATE LIMITED,"Nagpur, Maharashtra, India",Transportation & Storage,Validation,Others
DMDREAMSTOREY TECHNOLOGIES PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",AI,EarlyTraction,Others
XTENSOFT TECHNOLOGIES PRIVATE LIMITED,"Indore, Madhya Pradesh, India",IT Services,Validation,Product Development
RAVNX CINEVERSE PRIVATE LIMITED,"Alappuzha, Kerala, India",AI,Validation,Others
NATURALS ONE,"Pudukkottai, Tamil Nadu, India",Agriculture,EarlyTraction,Agri-Tech
BHUVNESH SOLAR POWER PRIVATE LIMITED,"West Delhi, Delhi, India",Renewable Energy,Prototype,Renewable Solar Energy
EKAAYAA INDULGENCES LLP,"Kolkata, West Bengal, India",Food & Beverages,EarlyTraction,Food Processing
SIXTHKENS PRIVATE LIMITED,"Chennai, Tamil Nadu, India",Professional & Commercial Services,EarlyTraction,Others
PROLEARNED TECH PRIVATE LIMITED,"Pune, Maharashtra, India",Enterprise Software,Validation,Others
ADORE PHARMA,"Aurangabad, Maharashtra, India",Healthcare & Lifesciences,Validation,Pharmaceutical
LOTUS GLOBALCARE LLP,"Darjeeling, West Bengal, India",Healthcare & Lifesciences,Prototype,Healthcare Technology
TTANI.AI PRIVATE LIMITED,"Tiruvallur, Tamil Nadu, India",AI,Prototype,Machine Learning
TECHMINO TECHNOLOGIES LLP,"Durg, Chhattisgarh, India",IT Services,Prototype,Application Development
PARIBHAASHA HERITEDGE LAB PRIVATE LIMITED,"Jagatsinghapur, Odisha, India",Education,Prototype,Others
STARLET FITNESS PRIVATE LIMITED,"Hyderabad, Telangana, India",Healthcare & Lifesciences,EarlyTraction,Health & Wellness
GS LUXURY CABS PRIVATE LIMITED,"Patiala, Punjab, India",Transportation & Storage,Validation,Passenger Transportation Services
VAYUNEX DRONES PRIVATE LIMITED,"Udaipur, Rajasthan, India",Aeronautics Aerospace & Defence,Prototype,Drones
UK PUMP AND EQUIPMENTS PRIVATE LIMITED,"Ghaziabad, Uttar Pradesh, India",Technology Hardware,EarlyTraction,Manufacturing
STUD ENTERTAINMENTS LLP,"Medchal Malkajgiri, Telangana, India",Media & Entertainment,Prototype,Digital Media Publishing
AVANIERA SOLUTIONS (OPC) PRIVATE LIMITED,"Ranga Reddy, Telangana, India",Social Network,Validation,Others
GREAT BHARAT VENTURES LLP,"Mumbai, Maharashtra, India",Food & Beverages,Validation,Food Processing
MELVYNS NUTRITION,"Idukki, Kerala, India",Pets & Animals,Validation,Others
C SCHOOL OF CREATIVE STUDIES LLP,"Malappuram, Kerala, India",Education,Prototype,Skill Development
AQOSU FARMACYKART PRIVATE LIMITED,"Ghaziabad, Uttar Pradesh, India",Healthcare & Lifesciences,Validation,Health & Wellness
THYNKURE MEDICAL PRIVATE LIMITED,"Chennai, Tamil Nadu, India",Healthcare & Lifesciences,Validation,Medical Devices Biomedical
MYTH REALITY TECHNOLOGIES PRIVATE LIMITED,"Tiruvallur, Tamil Nadu, India",IT Services,Prototype,Product Development
AB JAIN FARMTECH & FOOD SCIENCE PRIVATE LIMITED,"Valsad, Gujarat, India",Agriculture,Prototype,Food Processing
MUKUNDD UNIVERSAL HEALTH PRIVATE LIMITED,"Bhopal, Madhya Pradesh, India",Healthcare & Lifesciences,Scaling,Healthcare Services
SIDDHARAJ INNOVATIONS PRIVATE LIMITED,"Sangli, Maharashtra, India",IT Services,Validation,Product Development
AlgoKart,"Jaipur, Rajasthan, India",Finance Technology,Validation,Trading
TAX PAL SOLUTIONS PRIVATE LIMITED,"Uttar Bastar Kanker, Chhattisgarh, India",Professional & Commercial Services,Validation,Professional Information Services
STAYCHAT PRIVATE LIMITED,"Varanasi, Uttar Pradesh, India",AI,Prototype,Machine Learning
NAUTIMINDS EDTECH PRIVATE LIMITED,"Pondicherry, Puducherry, India",Education,Validation,Education Technology
HUNAR GLOBAL EXPORTS PRIVATE LIMITED,"New Delhi, Delhi, India",Healthcare & Lifesciences,Prototype,Healthcare Services
JESTY CRM PRIVATE LIMITED,"Gurugram, Haryana, India",AI,Validation,NLP
JINN ELEVATE X LLP,"Lucknow, Uttar Pradesh, India",Education,Prototype,Others
SOLARCRAFT RENEWABLES PRIVATE LIMITED,"Indore, Madhya Pradesh, India",Renewable Energy,Validation,Renewable Solar Energy
KIVAANTA GLOBAL VENTURES PRIVATE LIMITED,"Raigad, Maharashtra, India",Food & Beverages,Validation,Food Processing
MADSTUFFS PRIVATE LIMITED,"Bhubaneswar, Odisha, India",Retail,Validation,Retail Technology
QUILENZ INNOVATIVE TECHNOLOGIES (OPC) PRIVATE LIMITED,"Medchal Malkajgiri, Telangana, India",IT Services,EarlyTraction,IT Consulting
ASTRAQ CYBER DEFENCE PRIVATE LIMITED,"Akola, Maharashtra, India",Security Solutions,Prototype,Cyber Security
VIDYANIME LEARNINGS LLP,"Shahdara, Delhi, India",AI,EarlyTraction,Others
SMART LAB INNOVATOR PLUS PRIVATE LIMITED,"Thane, Maharashtra, India",Technology Hardware,Prototype,Manufacturing
VYRUZA GLORY PRIVATE LIMITED,"Tiruvallur, Tamil Nadu, India",Healthcare & Lifesciences,Validation,Health & Wellness
MRM ENTERPRISES,"Panipat, Haryana, India",Food & Beverages,EarlyTraction,Others
SERENYX TECH PRIVATE LIMITED,"Pune, Maharashtra, India",AI,Validation,Machine Learning
MMDD TECH PRIVATE LIMITED,"Jodhpur, Rajasthan, India",Events,Validation,Event Management
KREFX CREATIONS PRIVATE LIMITED,"Prakasam, Andhra Pradesh, India",IT Services,Prototype,Application Development
TERN COMMUNICATIONS PRIVATE LIMITED,"Dindigul, Tamil Nadu, India",Enterprise Software,Prototype,CXM
PRIME FINVERSE PRIVATE LIMITED,"Bhubaneswar, Odisha, India",Finance Technology,Validation,Payment Platforms
WE ADORN,"Gurugram, Haryana, India",Retail,Scaling,Others
SUNSTONE WELLNESS SOLUTIONS PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Healthcare & Lifesciences,Prototype,Health & Wellness
AMP ELEVATED SOCIAL INDIA PRIVATE LIMITED,"Jhansi, Uttar Pradesh, India",Education,Validation,Skill Development
NUEVATA INNOVATIONS PRIVATE LIMITED,"Ranga Reddy, Telangana, India",Healthcare & Lifesciences,EarlyTraction,Healthcare Technology
PFLUGER INDIA LLP,"Allahabad, Uttar Pradesh, India",Healthcare & Lifesciences,Validation,Pharmaceutical
GENEZEZ INFINITY PRIVATE LIMITED,"Ernakulam, Kerala, India",Social Network,EarlyTraction,Others
ZERSYS TECHNOLOGIES PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",IT Services,EarlyTraction,IT Consulting
SHREE SARWESHWAR AYURVEDSHALA PRIVATE LIMITED,"Harda, Madhya Pradesh, India",Healthcare & Lifesciences,EarlyTraction,Health & Wellness
PAVITHRANARRA NEST PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",AI,EarlyTraction,Machine Learning
SHIVORI VASTRA LLP,"Faridabad, Haryana, India",Textiles & Apparel,Validation,Apparel & Accessories
VISWA ROBOTIC CARS PRIVATE LIMITED,"Kurnool, Andhra Pradesh, India",Technology Hardware,EarlyTraction,Manufacturing
SUKETA TECH AND PRODUCT SOLUTIONS PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",AI,Validation,Others
Bambuzled Experiences Private Limited,"Ahmedabad, Gujarat, India",Events,Prototype,Event Management
CONBHA SYSTEMS PRIVATE LIMITED,"Bhubaneswar, Odisha, India",Robotics,Prototype,Robotics Technology
DEBADARSAN CONSULTING PRIVATE LIMITED,"Puri, Odisha, India",Green Technology,Validation,Others
SHYAM AGRO RESOURCES PRIVATE LIMITED,"Jalore, Rajasthan, India",Agriculture,EarlyTraction,Food Processing
PRASHANTHKUMAR INVESTMENT SERVICES LLP,"Bengaluru Urban, Karnataka, India",Finance Technology,Scaling,Personal Finance
PRANASUTRA NATURALS (OPC) PRIVATE LIMITED,"Dindigul, Tamil Nadu, India",Healthcare & Lifesciences,EarlyTraction,Health & Wellness
YUVAAN LOGISTICS,"Madurai, Tamil Nadu, India",Transportation & Storage,Prototype,Freight & Logistics Services
INDEPIQ SOLUTIONS (OPC) PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Analytics,Validation,Business Intelligence
MWH-DIA WASTE HANDLING LLP,"North Delhi, Delhi, India",Waste Management,Validation,Others
YANTRAM TECHNOLOGIES PRIVATE LIMITED,"Mumbai Suburban, Maharashtra, India",AI,Prototype,Machine Learning
NOVASTERA CONSULTANCY PRIVATE LIMITED,"Thrissur, Kerala, India",Travel & Tourism,Prototype,Hospitality
STAASHKART ARISCATES LLP,"Jaipur, Rajasthan, India",IT Services,Validation,Application Development
SELEQTAI SOLUTIONS PRIVATE LIMITED,"Coimbatore, Tamil Nadu, India",Sports,Prototype,Sports Promotion and Networking
CYRO INDUS AUTOMATION PRIVATE LIMITED,"South West Delhi, Delhi, India",Technology Hardware,EarlyTraction,Manufacturing
PURE PACK TAPES PRIVATE LIMITED,"West Delhi, Delhi, India",Chemicals,EarlyTraction,Others
MMTJ CONSTRUCTIONS PRIVATE LIMITED,"Ernakulam, Kerala, India",Construction,Validation,Others
BUILDTRONICS TRINEXA PRIVATE LIMITED,"Betul, Madhya Pradesh, India",Construction,EarlyTraction,Construction & Engineering
INTELLOPACK TECHNOLOGIES PRIVATE LIMITED,"Indore, Madhya Pradesh, India",Analytics,Prototype,Business Intelligence
HASDEOAQUAPARK LLP,"Korba, Chhattisgarh, India",Green Technology,Validation,Others
DP POLYFILMS LLP,"Vadodara, Gujarat, India",Agriculture,Validation,Agri-Tech
PRAGNYA SMART TECHNOLOGIES LLP,"Hyderabad, Telangana, India",Internet of Things,Prototype,Manufacturing & Warehouse
ARTHAMEDS GLOBAL PRIVATE LIMITED,"Surat, Gujarat, India",Healthcare & Lifesciences,Scaling,Pharmaceutical
EDUMENTOR360 SOLUTIONS PRIVATE LIMITED,"Thiruvananthapuram, Kerala, India",Education,EarlyTraction,Skill Development
DEEREF LABS PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",AI,Prototype,NLP
NEWRRO TECH LLP,"Bengaluru Urban, Karnataka, India",Robotics,EarlyTraction,Robotics Technology
INDO ROBO PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Robotics,Validation,Others
RC YURA E-WASTE SOLUTIONS PRIVATE LIMITED,"South West Delhi, Delhi, India",Waste Management,Validation,Others
AQUAWRAP PRIVATE LIMITED,"Chennai, Tamil Nadu, India",Automotive,Validation,Others
TERRGEUM INDIA PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Agriculture,Prototype,Horticulture
FARMS2BUSINESS PRIVATE LIMITED,"Ernakulam, Kerala, India",Agriculture,EarlyTraction,Agri-Tech
NAATCHAAL (OPC) PRIVATE LIMITED,"Thanjavur, Tamil Nadu, India",IT Services,Prototype,Product Development
AHTRI BIOTECH PRIVATE LIMITED,"Anuppur, Madhya Pradesh, India",Healthcare & Lifesciences,Validation,Pharmaceutical
SHUBHA EXIM CONSULTING SERVICES LLP,"Haridwar, Uttarakhand, India",Analytics,Prototype,Big Data
RENAISSTHERA PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Biotechnology,Validation,Others
ANTZMEDIA DIGITAL SOLUTIONS PRIVATE LIMITED,"Ernakulam, Kerala, India",IT Services,Scaling,Application Development
HARITSROT LLP,"Bhopal, Madhya Pradesh, India",Agriculture,Prototype,Agri-Tech
AIRBORNEX TECHNOLOGIES PRIVATE LIMITED,"Pune, Maharashtra, India",Aeronautics Aerospace & Defence,Validation,Drones
GROCHENN INDIA PRIVATE LIMITED,"Kanpur Nagar, Uttar Pradesh, India",Retail,EarlyTraction,Retail Technology
MEDENSITY LLP,"Bengaluru Urban, Karnataka, India",Healthcare & Lifesciences,Validation,Medical Devices Biomedical
STORK INNOVATION PRIVATE LIMITED,"Mumbai Suburban, Maharashtra, India",Human Resources,Validation,Recruitment Jobs
ZEFENDER INNOVATIONS PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Internet of Things,EarlyTraction,Manufacturing & Warehouse
CHAMPION CIRCUIT PRIVATE LIMITED,"Kolkata, West Bengal, India",Sports,Validation,Others
VVDLIVE,"Chhatarpur, Madhya Pradesh, India",Education,EarlyTraction,Others
USHAAR HOOMANS PRIVATE LIMITED,"Kochi, Kerala, India",IT Services,Scaling,Product Development
HENRYS MACHINE,"South Andaman, Andaman and Nicobar Islands, India",Professional & Commercial Services,Validation,Others
SREE HARIKA ENGINEERS & BUILDERS,"Visakhapatnam, Andhra Pradesh, India",Construction,Scaling,Construction & Engineering
MOLECULES ANALYTICAL LAB SOLUTIONS PRIVATE LIMITED,"Hyderabad, Telangana, India",Healthcare & Lifesciences,Scaling,Pharmaceutical
CUSTOM PRODUCTS & SOLUTIONS LLP,"Raipur, Chhattisgarh, India",Education,Scaling,Others
KRIYA GREENS FOODS,"Coimbatore, Tamil Nadu, India",Food & Beverages,Validation,Food Processing
TEJOFLEX PRIVATE LIMITED,"Chennai, Tamil Nadu, India",Renewable Energy,EarlyTraction,Renewable Solar Energy
ROWROW LEARN (OPC) PRIVATE LIMITED,"Ernakulam, Kerala, India",Education,Validation,Education Technology
MARLIY EQUIPMENTS PRIVATE LIMITED,"Hyderabad, Telangana, India",Food & Beverages,Validation,Food Technology/Food Delivery
MILEATS,"Medchal Malkajgiri, Telangana, India",Food & Beverages,Prototype,Food Processing
VAIDYA NARAYANI HEALTH CARE LLP,"Medchal Malkajgiri, Telangana, India",Healthcare & Lifesciences,EarlyTraction,Healthcare IT
UNITED (SOLAR) INDIA PRIVATE LIMITED,"Thoothukudi, Tamil Nadu, India",Construction,Validation,Construction & Engineering
ABHIVYAKTI VENTURES,"Raipur, Chhattisgarh, India",AR VR (Augmented + Virtual Reality),Prototype,Others
SOLZEN SOFTWARE PRIVATE LIMITED,"Jodhpur, Rajasthan, India",IT Services,EarlyTraction,Product Development
STREET FRESH PRIVATE LIMITED,"Coimbatore, Tamil Nadu, India",Retail,Prototype,Retail Technology
VISHWAVERSE LLP,"Pune, Maharashtra, India",Real Estate,Validation,Others
SUSHMITHA INNOVATIONS,"Bengaluru Urban, Karnataka, India",Agriculture,Prototype,Agri-Tech
ITKRAFT SOLUTIONS,"Gautam Buddha Nagar, Uttar Pradesh, India",IT Services,Scaling,Others
SG NETWORKBYTES TECHNOLOGIES PRIVATE LIMITED,"Thane, Maharashtra, India",Telecommunication & Networking,EarlyTraction,Network Technology Solutions
EMEYC PRIVATE LIMITED,"Darjeeling, West Bengal, India",AR VR (Augmented + Virtual Reality),Prototype,Others
HIMAYA CARE PRIVATE LIMITED,"Vadodara, Gujarat, India",Healthcare & Lifesciences,Validation,Healthcare Technology
CODITORS SOLUTION LLP,"Gandhinagar, Gujarat, India",IT Services,Prototype,Application Development
INVENTO BIOHEALTHTECH PRIVATE LIMITED,"Vasai-Virar, Maharashtra, India",Healthcare & Lifesciences,Validation,Biotechnology
SWITSCH FORGING PRIVATE LIMITED,"Panchkula, Haryana, India",Sports,Prototype,Others
WAVYGO MOBILITY SERVICES PRIVATE LIMITED,"Supaul, Bihar, India",Transportation & Storage,Validation,Passenger Transportation Services
ULTIMATE INFUSIONS PRIVATE LIMITED,"Hyderabad, Telangana, India",Food & Beverages,Validation,Food Technology/Food Delivery
PROPZENX INTERACTIONS LLP,"Mumbai, Maharashtra, India",Education,Prototype,Skill Development
SAR EDUVENTURES PRIVATE LIMITED,"Palakkad, Kerala, India",Education,Validation,Coaching
LUVID TECHNOLOGIES LLP,"Kozhikode, Kerala, India",IT Services,EarlyTraction,Product Development
PLGDIN INNOVATONS LLP,"Thiruvananthapuram, Kerala, India",IT Services,Validation,Product Development
AROGYA NEER TECHNOLOGIES PRIVATE LIMITED,"Purba Medinipur, West Bengal, India",Healthcare & Lifesciences,Validation,Healthcare Services
SOLTEL TECHNOLOGIES PRIVATE LIMITED,"Meerut, Uttar Pradesh, India",Technology Hardware,EarlyTraction,Electronics
KWALIQURE LIFESCIENCES PRIVATE LIMITED,"Khordha, Odisha, India",Healthcare & Lifesciences,Prototype,Pharmaceutical
EKTASK TECHNOLOGIES PRIVATE LIMITED,"Bhopal, Madhya Pradesh, India",IT Services,Scaling,BPO
AQUILA INNOVATIONS,"Pondicherry, Puducherry, India",IT Services,EarlyTraction,Product Development
SWARNGIRI JEWELLERS LLP,"Indore, Madhya Pradesh, India",Fashion,Prototype,Jewellery
NEURAL KISSAN TECHNOLOGIES PRIVATE LIMITED,"South Goa, Goa, India",Agriculture,Validation,Agri-Tech
ENA PROJECTS & SERVICE PRIVATE LIMITED,"Gwalior, Madhya Pradesh, India",Construction,Scaling,Construction & Engineering
SHREE HARI UDYOG,"Baleswar, Odisha, India",Human Resources,Prototype,Others
CLICKMYMEMORIES LLP,"Raigad, Maharashtra, India",Art & Photography,Validation,Photography
THREATSENSE AI LLP,"Ranga Reddy, Telangana, India",IT Services,EarlyTraction,Product Development
ESS KAY LIFESCIENCE PRIVATE LIMITED,"Dehradun, Uttarakhand, India",Healthcare & Lifesciences,Validation,Health & Wellness
NULSHA BOOKYATRI PRIVATE LIMITED,"Murshidabad, West Bengal, India",Travel & Tourism,Prototype,Others
AIKLISOLVE TECHNOLOGIES PRIVATE LIMITED,"Ranga Reddy, Telangana, India",AI,Prototype,Machine Learning
NISAKSH TECHNOLOGIES PRIVATE LIMITED,"Ranga Reddy, Telangana, India",IT Services,Validation,Application Development
ADTOMICA MARKETING PRIVATE LIMITED,"Gurugram, Haryana, India",Marketing,EarlyTraction,Digital Marketing (SEO Automation)
NIRWANAGRID PRIVATE LIMITED,"Gautam Buddha Nagar, Uttar Pradesh, India",IT Services,EarlyTraction,Others
PETLY VENTURES PRIVATE LIMITED,"Kolkata, West Bengal, India",Pets & Animals,EarlyTraction,Others
KALINDI SOLAR SOLUTION PRIVATE LIMITED,"Indore, Madhya Pradesh, India",Renewable Energy,EarlyTraction,Renewable Energy Solutions
STEMPACK INDIA SOLUTIONS PRIVATE LIMITED,"Kollam, Kerala, India",Retail,Validation,Others
12AM PROJECT PRIVATE LIMITED,"South Delhi, Delhi, India",IT Services,Validation,Application Development
PAWAN PUTRA PACKAGING INDUSTRIES,"Bikaner, Rajasthan, India",Other Specialty Retailers,Prototype,Others
CODEDESIGN TECHNOLOGIES PRIVATE LIMITED,"Ernakulam, Kerala, India",IT Services,Scaling,Web Development
AP PLUS INFOTECH LLP,"Darjeeling, West Bengal, India",Security Solutions,EarlyTraction,Public Citizen Security Solutions
KNACKLABS TECHNOLOGIES PRIVATE LIMITED,"Hyderabad, Telangana, India",AI,EarlyTraction,Machine Learning
ONEOFUS CORP PVT LTD,"Mumbai, Maharashtra, India",Agriculture,Prototype,Food Processing
SAMBHAWAAMI STUDIOS LLP,"Hyderabad, Telangana, India",Media & Entertainment,Prototype,Entertainment
SOIL TO SKY PROJECTS PRIVATE LIMITED,"Kolkata, West Bengal, India",Construction,Prototype,Construction & Engineering
AXELROD MARKETING AND ADVERTISING PRIVATE LIMITED,"New Delhi, Delhi, India",Marketing,EarlyTraction,Branding
J.N. ENTERPRISE,"Rajkot, Gujarat, India",Other Specialty Retailers,Scaling,Others
GOVIL BIO AGRO PRIVATE LIMITED,"Bhandara, Maharashtra, India",Agriculture,Prototype,Others
PAWS AND PLAY PRIVATE LIMITED,"South Delhi, Delhi, India",Pets & Animals,Scaling,Others
SIN EDUCATION AND TECHNOLOGY PRIVATE LIMITED,"Jodhpur, Rajasthan, India",AI,Prototype,Others
MOMOOZ RETAILERS PRIVATE LIMITED,"Thrissur, Kerala, India",Retail,EarlyTraction,Retail Technology
INVICTUS PRIME PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Healthcare & Lifesciences,Scaling,Healthcare Services
KLARIQO PRIVATE LIMITED,"Bhopal, Madhya Pradesh, India",AI,Validation,Others
TECBUNNY SOLUTIONS PRIVATE LIMITED,"North Goa, Goa, India",IT Services,Validation,Others
THRYVA LIFE PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Healthcare & Lifesciences,EarlyTraction,Healthcare Services
DEVASTHAL TECHNOLOGIES PRIVATE LIMITED,"Dehradun, Uttarakhand, India",Finance Technology,Validation,Mobile wallets Payments
EMELEM ARENA LLP,"Chennai, Tamil Nadu, India",Sports,EarlyTraction,Sports Promotion and Networking
IGNOVIA LABS PRIVATE LIMITED,"Uttara Kannada, Karnataka, India",Education,Prototype,Others
